Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number of Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
SM16060,Arizona,4811.740943,false,Basic,College,2024-02-15,Unemployed,F,0,Suburban,Single,68,34,37,0,6,Personal Auto,Personal L2,Offer1,Web,619.07199,Two-Door Car,Small
JE99638,Arizona,7699.632103,false,Basic,Bachelor,2024-02-03,Medical Leave,M,23577,Rural,Married,68,1,67,0,2,Personal Auto,Personal L3,Offer2,Agent,91.815153,Four-Door Car,Medsize
KY14688,Oregon,2730.313804,false,Basic,Master,2024-01-03,Employed,F,36218,Rural,Married,68,6,83,0,1,Personal Auto,Personal L1,Offer3,Branch,145.252168,Four-Door Car,Large
IV13886,California,7292.397562,false,Basic,High School or Below,2024-02-09,Unemployed,M,0,Suburban,Married,68,6,50,0,2,Personal Auto,Personal L3,Offer1,Branch,415.986454,Two-Door Car,Medsize
KN87338,Oregon,2726.392968,false,Basic,High School or Below,2024-02-19,Employed,F,48039,Rural,Married,68,4,37,0,1,Personal Auto,Personal L2,Offer4,Branch,11.451889,Four-Door Car,Medsize
ZT58755,Oregon,17817.46464,false,Basic,High School or Below,2024-02-11,Unemployed,F,0,Urban,Married,68,4,71,0,2,Personal Auto,Personal L3,Offer1,Agent,256.916302,Four-Door Car,Medsize
UC88305,Arizona,2665.447079,false,Basic,College,2024-02-23,Employed,F,52266,Rural,Single,68,14,98,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,141.922839,Two-Door Car,Medsize
CV78865,Arizona,2698.010741,false,Basic,High School or Below,2024-02-22,Employed,M,95399,Rural,Married,68,1,36,1,1,Personal Auto,Personal L2,Offer4,Branch,78.003781,Two-Door Car,Medsize
QF21045,Oregon,2735.538859,false,Basic,College,2024-02-14,Employed,F,99205,Urban,Married,68,7,21,0,1,Personal Auto,Personal L2,Offer2,Branch,323.246017,Two-Door Car,Medsize
IO64256,Oregon,2736.944466,false,Basic,High School or Below,2024-01-22,Employed,F,78889,Rural,Married,68,0,84,0,1,Corporate Auto,Corporate L3,Offer4,Branch,51.822348,Two-Door Car,Medsize
HM22034,Nevada,5018.727893,false,Basic,College,2024-01-22,Unemployed,M,0,Suburban,Divorced,68,34,68,0,4,Personal Auto,Personal L1,Offer1,Agent,670.47746,Four-Door Car,Medsize
WO39817,Oregon,2493.591571,false,Basic,High School or Below,2024-02-01,Employed,M,37043,Rural,Divorced,68,25,89,3,1,Personal Auto,Personal L2,Offer4,Branch,30.984936,Two-Door Car,Medsize
FS76657,Oregon,5471.83429,false,Basic,College,2024-02-06,Employed,F,53526,Urban,Married,68,27,69,0,4,Personal Auto,Personal L3,Offer1,Agent,278.902846,Four-Door Car,Medsize
IN65727,Washington,2693.530229,false,Basic,Master,2024-01-15,Employed,F,63684,Suburban,Single,68,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,343.889585,Two-Door Car,Medsize
UU81720,California,8113.962284,false,Basic,High School or Below,2024-01-04,Employed,F,41701,Rural,Married,68,16,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,64.646458,Four-Door Car,Medsize
YR45605,Oregon,2413.888405,false,Basic,Bachelor,2024-01-10,Unemployed,F,0,Suburban,Single,68,6,35,0,1,Personal Auto,Personal L2,Offer3,Web,379.209349,Four-Door Car,Medsize
NV11692,Nevada,4420.248983,false,Basic,Bachelor,2024-01-28,Unemployed,F,0,Suburban,Single,68,0,93,3,5,Personal Auto,Personal L3,Offer2,Agent,546.420009,Four-Door Car,Large
QA78691,Nevada,16388.09542,false,Basic,Bachelor,2024-01-13,Unemployed,F,0,Suburban,Single,68,5,4,1,2,Personal Auto,Personal L2,Offer2,Call Center,483.578159,Four-Door Car,Large
BC90645,California,2675.029491,false,Basic,Master,2024-02-01,Employed,F,55479,Rural,Single,68,5,7,1,1,Personal Auto,Personal L2,Offer2,Branch,117.964245,Four-Door Car,Medsize
NL85206,California,2572.452634,false,Basic,College,2024-02-21,Employed,F,72685,Rural,Married,68,20,97,5,1,Personal Auto,Personal L3,Offer4,Branch,14.464783,Four-Door Car,Medsize
ZQ28996,Nevada,5388.023812,false,Basic,College,2024-01-01,Employed,M,48895,Urban,Married,68,16,27,0,7,Corporate Auto,Corporate L1,Offer1,Web,325.009146,Four-Door Car,Large
DW72437,Oregon,2731.39917,false,Basic,Master,2024-02-21,Employed,F,43386,Urban,Married,68,13,79,0,1,Personal Auto,Personal L2,Offer3,Call Center,315.353519,Two-Door Car,Medsize
QG25195,Oregon,4866.647452,false,Basic,Bachelor,2024-01-10,Unemployed,F,0,Suburban,Single,68,4,17,0,9,Personal Auto,Personal L3,Offer1,Agent,444.030724,Four-Door Car,Medsize
QV14053,California,2708.019336,false,Basic,High School or Below,2024-01-05,Employed,M,53807,Rural,Divorced,68,25,69,0,1,Personal Auto,Personal L3,Offer4,Web,63.760358,Two-Door Car,Medsize
DS45802,California,5414.61734,false,Basic,High School or Below,2024-02-19,Employed,F,26893,Rural,Married,68,1,31,0,5,Personal Auto,Personal L3,Offer4,Agent,68.226001,Four-Door Car,Medsize
GB45753,California,5439.804227,false,Basic,High School or Below,2024-01-25,Employed,M,61546,Rural,Married,68,4,27,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,29.209521,Two-Door Car,Large
NY97446,Oregon,2746.121383,false,Basic,High School or Below,2024-01-06,Employed,F,96339,Urban,Married,68,1,44,0,1,Corporate Auto,Corporate L1,Offer2,Branch,293.205349,Four-Door Car,Medsize
HW16019,Oregon,7583.189638,false,Basic,Bachelor,2024-02-08,Disabled,M,24133,Rural,Married,68,20,42,0,2,Personal Auto,Personal L1,Offer4,Call Center,76.026046,Two-Door Car,Medsize
EM77767,Oregon,10932.21496,false,Basic,College,2024-02-19,Employed,F,72462,Urban,Married,68,8,70,0,2,Personal Auto,Personal L3,Offer2,Call Center,272.737308,Two-Door Car,Medsize
ZB54635,California,2524.646973,false,Basic,Bachelor,2024-01-08,Unemployed,F,0,Suburban,Married,68,11,81,3,1,Personal Auto,Personal L1,Offer1,Agent,386.977271,Two-Door Car,Small
VT78274,Arizona,4931.221348,false,Basic,College,2024-01-17,Unemployed,M,0,Suburban,Married,68,6,93,0,8,Personal Auto,Personal L3,Offer1,Agent,480.159011,Four-Door Car,Medsize
HR71115,Nevada,5357.260833,false,Basic,College,2024-01-04,Employed,M,39604,Rural,Married,68,2,21,0,8,Personal Auto,Personal L3,Offer1,Branch,63.127223,Four-Door Car,Medsize
CN16311,Oregon,5476.527832,false,Basic,Master,2024-02-06,Employed,F,52218,Rural,Married,68,11,85,0,8,Corporate Auto,Corporate L3,Offer2,Call Center,33.781673,Four-Door Car,Medsize
BS91566,Arizona,5431.219117,false,Basic,College,2024-02-04,Employed,F,58161,Rural,Married,68,19,19,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,140.747286,Four-Door Car,Large
AG62140,California,5386.325174,false,Basic,College,2024-01-05,Employed,F,33716,Suburban,Married,68,18,67,1,3,Personal Auto,Personal L2,Offer1,Agent,349.431986,Four-Door Car,Small
OD79784,Arizona,2679.686625,false,Basic,Bachelor,2024-01-08,Employed,M,84450,Urban,Single,68,18,12,0,1,Corporate Auto,Corporate L3,Offer2,Branch,291.257059,Four-Door Car,Medsize
QC27179,Oregon,5261.419836,false,Basic,Bachelor,2024-02-05,Employed,M,38466,Urban,Single,68,18,5,0,8,Personal Auto,Personal L2,Offer1,Agent,204.685796,Two-Door Car,Medsize
AG85127,Oregon,8085.448545,false,Basic,Bachelor,2024-01-14,Employed,M,61409,Urban,Married,68,30,80,0,2,Special Auto,Special L3,Offer3,Web,264.040157,Four-Door Car,Medsize
HJ15383,Washington,8032.401911,false,Basic,Master,2024-02-09,Employed,M,27658,Rural,Married,68,4,75,0,2,Personal Auto,Personal L2,Offer3,Call Center,160.07526,Four-Door Car,Medsize
LK39646,Washington,8018.503854,false,Basic,Bachelor,2024-02-28,Employed,F,58843,Urban,Single,68,1,96,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,200.490816,Two-Door Car,Large
UC21019,Arizona,4890.1093,false,Basic,Master,2024-01-30,Unemployed,M,0,Suburban,Divorced,68,21,59,0,7,Personal Auto,Personal L1,Offer1,Branch,689.282166,Four-Door Car,Small
KC22636,California,5488.931031,false,Basic,High School or Below,2024-02-17,Employed,F,33881,Rural,Married,68,11,83,0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large
HC31007,California,5049.118385,false,Basic,High School or Below,2024-01-05,Unemployed,M,0,Suburban,Married,68,35,65,0,7,Personal Auto,Personal L2,Offer1,Agent,457.169818,Four-Door Car,Medsize
ZL17677,Washington,21480.81781,false,Basic,Master,2024-02-10,Medical Leave,F,15505,Suburban,Married,68,24,2,0,2,Personal Auto,Personal L2,Offer2,Agent,383.890867,Two-Door Car,Large
XJ65608,California,5391.775844,false,Basic,College,2024-02-26,Employed,F,63633,Suburban,Married,68,16,21,1,8,Corporate Auto,Corporate L1,Offer2,Agent,374.024077,Two-Door Car,Medsize
EQ68292,Arizona,5334.784887,false,Basic,Bachelor,2024-02-19,Employed,M,74606,Rural,Divorced,68,2,34,0,5,Corporate Auto,Corporate L3,Offer4,Agent,109.112713,Two-Door Car,Small
NG69817,California,7540.390159,false,Basic,Bachelor,2024-01-24,Unemployed,F,0,Suburban,Single,68,24,42,0,2,Personal Auto,Personal L1,Offer1,Branch,519.757811,Two-Door Car,Small
DY22043,Oregon,5499.447223,false,Basic,High School or Below,2024-01-28,Employed,F,88768,Suburban,Married,68,17,77,0,7,Personal Auto,Personal L3,Offer3,Branch,326.4,Two-Door Car,Small
PT50227,Arizona,5061.757902,false,Basic,High School or Below,2024-02-23,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize
JU93290,Arizona,17930.60451,false,Basic,College,2024-01-16,Medical Leave,F,21708,Suburban,Divorced,68,28,77,0,2,Personal Auto,Personal L2,Offer1,Web,326.4,Four-Door Car,Medsize
JK32620,Nevada,2224.768,false,Basic,College,2024-01-22,Unemployed,M,0,Suburban,Single,68,3,4,0,1,Personal Auto,Personal L3,Offer2,Web,326.4,Four-Door Car,Medsize
RZ27571,Washington,2695.963857,false,Basic,Bachelor,2024-02-13,Employed,F,25544,Suburban,Married,68,18,30,0,1,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
SS59521,Oregon,4770.256564,false,Basic,College,2024-01-02,Unemployed,F,0,Suburban,Married,68,2,28,1,4,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize
GP40701,California,8277.637562,false,Basic,Bachelor,2024-02-14,Employed,F,79780,Suburban,Married,68,11,58,0,2,Personal Auto,Personal L2,Offer2,Web,326.4,Four-Door Car,Medsize
GI82355,Arizona,5152.819636,false,Basic,Bachelor,2024-01-02,Unemployed,M,0,Suburban,Married,68,7,31,0,7,Corporate Auto,Corporate L1,Offer2,Web,326.4,Four-Door Car,Medsize
QZ81258,Oregon,13197.92893,true,Basic,College,2024-01-27,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large
NK91488,Nevada,5479.555081,true,Basic,Master,2024-01-13,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small
KI18648,Arizona,8084.846371,false,Basic,Bachelor,2024-01-25,Employed,F,60662,Suburban,Divorced,68,10,38,0,2,Special Auto,Special L1,Offer2,Web,326.4,Two-Door Car,Medsize
LP82042,Oregon,5345.680998,false,Basic,Bachelor,2024-02-16,Employed,M,54668,Suburban,Married,68,3,41,1,6,Personal Auto,Personal L3,Offer1,Call Center,326.4,Four-Door Car,Medsize
NN65845,Washington,2585.937023,false,Basic,Bachelor,2024-02-19,Disabled,F,21603,Suburban,Married,68,11,46,2,1,Personal Auto,Personal L3,Offer4,Branch,326.4,Four-Door Car,Large
RG13940,California,13197.92893,true,Basic,College,2024-01-27,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large
PO89542,Oregon,5009.808888,false,Basic,Bachelor,2024-02-28,Unemployed,F,0,Suburban,Married,68,21,69,0,7,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medsize
MX28412,Oregon,2575.3237,false,Basic,College,2024-01-13,Medical Leave,F,28700,Suburban,Married,68,2,65,3,1,Personal Auto,Personal L2,Offer4,Web,326.4,Four-Door Car,Medsize
XB77333,Oregon,13197.92893,true,Basic,College,2024-01-27,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large
WF34690,Oregon,19357.37201,false,Basic,Bachelor,2024-02-07,Unemployed,F,0,Suburban,Married,68,20,66,1,2,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Medsize
DN98431,Oregon,2535.321683,false,Basic,High School or Below,2024-02-27,Unemployed,F,0,Suburban,Married,68,24,73,0,1,Corporate Auto,Corporate L3,Offer1,Branch,326.4,Four-Door Car,Medsize
RJ99408,California,5377.014781,false,Basic,High School or Below,2024-02-23,Employed,M,35637,Suburban,Married,68,13,11,0,9,Personal Auto,Personal L1,Offer3,Branch,326.4,Four-Door Car,Medsize
MK73855,Washington,8109.364607,false,Basic,High School or Below,2024-02-12,Employed,F,32314,Suburban,Married,68,17,77,0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
CV90092,Oregon,8184.691323,false,Basic,College,2024-01-16,Employed,M,82680,Suburban,Married,68,8,86,0,2,Corporate Auto,Corporate L3,Offer1,Branch,326.4,Four-Door Car,Medsize
KV57104,Oregon,7713.819259,false,Basic,High School or Below,2024-01-06,Unemployed,F,0,Suburban,Married,68,2,33,0,2,Personal Auto,Personal L2,Offer2,Agent,326.4,Four-Door Car,Medsize
QO59138,Arizona,2590.214327,false,Basic,High School or Below,2024-01-24,Disabled,M,18746,Suburban,Married,68,21,93,0,1,Personal Auto,Personal L2,Offer2,Branch,326.4,Four-Door Car,Large
KK15032,Arizona,2702.380487,false,Basic,High School or Below,2024-02-03,Employed,F,46370,Suburban,Married,68,28,86,1,1,Personal Auto,Personal L1,Offer2,Web,326.4,Two-Door Car,Medsize
JL42497,Nevada,2729.126448,false,Basic,High School or Below,2024-02-09,Employed,F,66900,Suburban,Married,68,15,20,0,1,Personal Auto,Personal L2,Offer4,Branch,326.4,Four-Door Car,Small
LA60344,Arizona,18690.34066,false,Basic,College,2024-02-19,Unemployed,M,0,Suburban,Single,68,6,94,0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Small
NP66209,California,14827.91055,false,Basic,College,2024-02-08,Unemployed,F,0,Suburban,Married,68,31,69,2,2,Personal Auto,Personal L3,Offer2,Call Center,326.4,Two-Door Car,Medsize
HR85493,California,6896.088021,false,Basic,College,2024-01-10,Unemployed,M,0,Suburban,Single,68,10,53,0,2,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize
FQ24929,Oregon,5479.555081,true,Basic,Master,2024-01-13,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small
LW12893,California,7911.626107,false,Basic,High School or Below,2024-02-25,Employed,F,43916,Suburban,Divorced,68,10,59,2,2,Personal Auto,Personal L2,Offer2,Call Center,326.4,Four-Door Car,Small
CN63432,Arizona,13197.92893,true,Basic,College,2024-01-27,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large
QJ22057,Nevada,4454.104455,false,Basic,College,2024-02-22,Unemployed,F,0,Suburban,Single,68,5,72,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large
NR49426,Nevada,5195.824739,false,Basic,College,2024-01-29,Employed,M,69488,Suburban,Divorced,68,13,25,3,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medsize
VJ24328,Oregon,2599.04158,false,Basic,High School or Below,2024-02-21,Employed,M,53021,Suburban,Married,68,28,71,4,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
FR17176,Arizona,14944.83656,false,Basic,High School or Below,2024-02-23,Unemployed,F,0,Suburban,Married,68,11,52,0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
UA44429,California,2520.028421,false,Basic,College,2024-01-24,Unemployed,F,0,Suburban,Married,68,3,52,0,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Medsize
LW91009,Washington,4992.920887,false,Basic,College,2024-02-16,Disabled,M,24368,Suburban,Divorced,68,34,54,1,3,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
NH85248,Arizona,6893.171997,false,Basic,College,2024-01-22,Unemployed,M,0,Suburban,Single,68,8,72,0,2,Corporate Auto,Corporate L1,Offer1,Agent,326.4,Two-Door Car,Medsize
ML10022,Nevada,13197.92893,true,Basic,College,2024-01-27,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L1,Offer1,Agent,326.4,Four-Door Car,Large
VS86041,Arizona,2694.599099,false,Basic,Bachelor,2024-02-05,Employed,F,26744,Suburban,Married,68,16,61,0,1,Corporate Auto,Corporate L3,Offer2,Agent,326.4,Two-Door Car,Large
SG62327,Nevada,8111.651948,false,Basic,High School or Below,2024-02-21,Employed,M,30622,Suburban,Married,68,22,86,0,2,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Small
ZT52415,Oregon,8145.985919,false,Basic,Bachelor,2024-01-01,Employed,F,62534,Suburban,Married,68,10,1,0,2,Personal Auto,Personal L1,Offer2,Branch,326.4,Two-Door Car,Medsize
SY48591,Arizona,4827.77681,false,Basic,College,2024-01-17,Unemployed,F,0,Suburban,Single,68,29,91,0,6,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Medsize
OM37845,California,5479.555081,true,Basic,Master,2024-01-13,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small
BZ81849,Arizona,7494.087341,false,Basic,Bachelor,2024-02-06,Unemployed,F,0,Suburban,Married,68,6,25,0,2,Personal Auto,Personal L3,Offer3,Call Center,326.4,Four-Door Car,Medsize
MY60905,California,4784.416267,false,Basic,Bachelor,2024-01-03,Unemployed,F,0,Suburban,Single,68,16,81,0,6,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Medsize
XQ93931,Oregon,7806.137458,false,Basic,College,2024-02-27,Employed,M,23706,Suburban,Married,68,1,56,1,2,Corporate Auto,Corporate L3,Offer3,Web,326.4,Four-Door Car,Medsize
HK16676,Oregon,2712.832687,false,Basic,High School or Below,2024-01-22,Employed,M,39618,Suburban,Married,68,0,55,0,1,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Small
XI85062,Nevada,2717.781848,false,Basic,Master,2024-01-21,Employed,M,66463,Suburban,Married,68,28,80,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Two-Door Car,Small
GP19791,California,16510.96722,false,Basic,College,2024-02-12,Employed,F,31356,Suburban,Married,68,25,13,0,2,Personal Auto,Personal L3,Offer2,Agent,326.4,Two-Door Car,Small
AD33971,California,12564.06775,false,Basic,Doctor,2024-01-14,Unemployed,M,0,Suburban,Married,68,15,52,0,2,Personal Auto,Personal L3,Offer2,Web,326.4,Four-Door Car,Medsize
YX84828,Oregon,5079.830406,false,Basic,Bachelor,2024-01-24,Unemployed,F,0,Suburban,Married,68,6,95,0,5,Personal Auto,Personal L3,Offer2,Agent,326.4,Two-Door Car,Small
YO14199,Oregon,2609.877842,false,Basic,High School or Below,2024-02-19,Employed,M,30825,Suburban,Single,68,15,21,0,1,Personal Auto,Personal L1,Offer3,Web,326.4,Four-Door Car,Small
NK34682,Oregon,2736.53263,false,Basic,Bachelor,2024-02-20,Employed,M,39492,Suburban,Married,68,12,9,0,1,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Medsize
ZL82075,Nevada,5479.555081,true,Basic,Master,2024-01-13,Employed,M,56005,Suburban,Married,68,31,30,1,3,Corporate Auto,Corporate L1,Offer1,Branch,326.4,Four-Door Car,Small
VG45203,Nevada,13197.92893,true,Basic,College,2024-01-27,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large
HF82396,Oregon,14428.86926,false,Basic,High School or Below,2024-01-17,Unemployed,F,0,Suburban,Single,68,2,82,0,2,Personal Auto,Personal L1,Offer1,Branch,326.4,Two-Door Car,Small
WW68250,Oregon,2719.260911,false,Basic,Bachelor,2024-02-21,Employed,M,81799,Suburban,Married,68,23,97,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small
YQ98322,Oregon,5290.666331,false,Basic,Bachelor,2024-01-04,Employed,M,36791,Suburban,Divorced,68,26,62,0,3,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
HE20556,Arizona,5324.38786,false,Basic,Bachelor,2024-01-18,Employed,F,31561,Suburban,Divorced,68,8,62,0,7,Personal Auto,Personal L3,Offer3,Web,326.4,Four-Door Car,Medsize
DM22923,Oregon,2331.325089,false,Basic,Bachelor,2024-02-22,Disabled,M,27398,Suburban,Single,68,4,39,1,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Medsize
ET88948,California,5503.440723,false,Basic,Bachelor,2024-02-08,Employed,F,76839,Suburban,Married,68,12,85,0,3,Personal Auto,Personal L2,Offer1,Call Center,326.4,Four-Door Car,Medsize
HZ98935,Washington,4526.52638,false,Basic,Bachelor,2024-01-19,Unemployed,F,0,Suburban,Single,68,20,44,1,7,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Medsize
HV16877,California,2721.585434,false,Basic,High School or Below,2024-01-08,Employed,F,43278,Suburban,Married,68,10,10,0,1,Personal Auto,Personal L1,Offer2,Call Center,326.4,Four-Door Car,Small
AX56708,California,4794.481412,false,Basic,High School or Below,2024-01-23,Retired,M,20862,Suburban,Divorced,68,1,69,0,9,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Small
BA87048,Washington,4566.123651,false,Basic,Bachelor,2024-02-08,Unemployed,M,0,Suburban,Single,68,19,53,0,3,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
VA94160,California,5418.463878,false,Basic,High School or Below,2024-01-19,Employed,F,43054,Suburban,Married,68,5,41,0,4,Personal Auto,Personal L2,Offer3,Agent,326.4,Four-Door Car,Large
CE92675,California,6990.691643,false,Basic,College,2024-02-21,Unemployed,F,0,Suburban,Single,68,24,2,0,2,Personal Auto,Personal L1,Offer2,Web,326.4,Four-Door Car,Large
FP31685,Oregon,7868.0982,false,Basic,Bachelor,2024-02-05,Employed,F,24887,Suburban,Single,68,33,6,0,2,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Medsize
JQ35849,California,5360.557066,false,Basic,High School or Below,2024-01-21,Employed,M,24254,Suburban,Married,68,11,84,0,5,Personal Auto,Personal L3,Offer4,Agent,326.4,Four-Door Car,Medsize
EQ90867,Oregon,5431.213625,false,Basic,College,2024-02-19,Employed,M,57125,Suburban,Divorced,68,13,99,0,3,Corporate Auto,Corporate L1,Offer1,Agent,326.4,Four-Door Car,Small
EZ43738,California,5204.64616,false,Basic,Bachelor,2024-02-09,Medical Leave,F,29406,Suburban,Married,68,33,79,0,6,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
KB54415,Arizona,2473.368225,false,Basic,High School or Below,2024-01-30,Disabled,M,13449,Suburban,Single,68,28,13,0,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large
BU59722,Washington,5037.953998,false,Basic,High School or Below,2024-01-09,Unemployed,M,0,Suburban,Married,68,28,23,1,9,Personal Auto,Personal L2,Offer3,Web,326.4,Four-Door Car,Medsize
BK61065,California,5479.555081,true,Basic,Master,2024-01-13,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small
FY77803,California,10129.50677,false,Basic,High School or Below,2024-01-11,Unemployed,F,0,Suburban,Married,68,34,31,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,326.4,Four-Door Car,Medsize
XK43825,California,4704.176131,false,Basic,College,2024-02-25,Unemployed,M,0,Suburban,Married,68,10,48,1,3,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize
CJ35075,California,4665.245047,false,Basic,High School or Below,2024-02-20,Unemployed,F,0,Suburban,Single,68,16,35,1,3,Personal Auto,Personal L1,Offer3,Agent,326.4,Four-Door Car,Medsize
UD20999,California,2537.667511,false,Basic,Master,2024-02-22,Unemployed,M,0,Suburban,Married,68,32,28,0,1,Corporate Auto,Corporate L3,Offer2,Branch,326.4,Four-Door Car,Medsize
CI30899,California,4737.411455,false,Basic,College,2024-01-13,Unemployed,F,0,Suburban,Single,68,2,26,0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Small
YX35990,California,5479.555081,true,Basic,Master,2024-01-13,Employed,M,56005,Suburban,Married,68,31,30,1,3,Corporate Auto,Corporate L2,Offer1,Branch,326.4,Four-Door Car,Small
XS83731,Arizona,7371.58568,false,Basic,College,2024-02-03,Unemployed,F,0,Suburban,Divorced,68,2,70,0,2,Personal Auto,Personal L1,Offer3,Agent,425.137341,Four-Door Car,Medsize
XU49878,Washington,5396.311664,false,Basic,Bachelor,2024-02-14,Employed,M,62039,Urban,Married,68,8,30,1,8,Personal Auto,Personal L2,Offer3,Call Center,265.877583,Four-Door Car,Medsize
LF19061,Arizona,5427.484591,false,Basic,High School or Below,2024-02-01,Employed,F,74561,Urban,Married,68,0,23,1,5,Personal Auto,Personal L3,Offer3,Web,234.393625,Two-Door Car,Medsize
MJ45965,Oregon,8059.893671,false,Basic,High School or Below,2024-02-18,Employed,M,72309,Urban,Single,68,3,51,0,2,Personal Auto,Personal L3,Offer4,Branch,244.727144,Four-Door Car,Medsize
NG94479,Arizona,2731.520409,false,Basic,High School or Below,2024-01-02,Employed,F,69844,Urban,Married,68,5,9,0,1,Corporate Auto,Corporate L1,Offer2,Branch,184.379697,Four-Door Car,Medsize
OT50011,California,2671.166649,false,Basic,Master,2024-01-26,Medical Leave,F,23305,Rural,Married,68,25,26,0,1,Personal Auto,Personal L2,Offer2,Branch,127.157137,Four-Door Car,Medsize
UA26783,Oregon,4874.0748,false,Basic,High School or Below,2024-01-18,Unemployed,M,0,Suburban,Single,68,10,36,0,7,Personal Auto,Personal L3,Offer4,Call Center,609.323227,Two-Door Car,Medsize
WH63678,Oregon,2727.682464,false,Basic,Master,2024-01-15,Employed,M,74608,Suburban,Married,68,11,4,1,1,Corporate Auto,Corporate L2,Offer3,Web,407.68374,Four-Door Car,Medsize
JA17689,Arizona,2416.479564,false,Basic,Bachelor,2024-02-11,Unemployed,M,0,Suburban,Married,68,13,93,0,1,Personal Auto,Personal L3,Offer1,Branch,436.411688,Two-Door Car,Medsize
BK59444,California,18929.3306,false,Basic,Master,2024-02-05,Employed,F,72196,Rural,Single,68,8,61,0,2,Personal Auto,Personal L2,Offer2,Branch,152.184244,Four-Door Car,Medsize
